장소명,분류,시간,주소,누구와,무엇을,어떻게,이미지,경도,위도
메리스도넛,카페,종일,경남 창원시 의창구 사림로 149 창원대삼거리,가족과,식도락,대중교통,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230505_189%2F1683257490757G1P3F_JPEG%2FKakaoTalk_20230505_120217436.jpg,128.6852517,35.2416887
메리스도넛,카페,종일,경남 창원시 의창구 사림로 149 창원대삼거리,연인과,식도락,대중교통,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230505_189%2F1683257490757G1P3F_JPEG%2FKakaoTalk_20230505_120217436.jpg,128.6852517,35.2416887
메리스도넛,카페,종일,경남 창원시 의창구 사림로 149 창원대삼거리,친구와,식도락,대중교통,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230505_189%2F1683257490757G1P3F_JPEG%2FKakaoTalk_20230505_120217436.jpg,128.6852517,35.2416887
브라운핸즈,카페,종일,경남 창원시 마산합포구 가포순환로 109,가족과,힐링,자차,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150910_256%2F1441875934871VCyF6_JPEG%2F166857545930984_1.jpeg,128.5750679,35.1736912
브라운핸즈,카페,종일,경남 창원시 마산합포구 가포순환로 109,친구와,힐링,자차,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150910_256%2F1441875934871VCyF6_JPEG%2F166857545930984_1.jpeg,128.5750679,35.1736912
오핑,카페,종일,경남 창원시 마산합포구 구산면 해양관광로 1927-46,연인과,드라이브,자차,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200423_23%2F1587633271249Nmhya_JPEG%2FPmLYZPrxYS5iOvcNZ3m8IVKR.jpg,128.5632699,35.0642792
카페 쿠,카페,종일,경남 창원시 마산합포구 구산면 해양관광로 1767,가족과,드라이브,자차,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200813_6%2F1597305342753G6D7M_JPEG%2Fg5UIDcxuI9GfiEQlgcwb25yE.jpg,128.5659569,35.0748192
백령카페,카페,종일,경남 창원시 마산합포구 구산면 안녕로 425-16,연인과,힐링,자차,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210116_140%2F1610765170371lxgjf_JPEG%2Fc_29TvZCd3FH2a-XUGSh6Z7s.jpg,128.6010298,35.1022037
백령카페,카페,종일,경남 창원시 마산합포구 구산면 안녕로 425-16,가족과,힐링,자차,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210116_140%2F1610765170371lxgjf_JPEG%2Fc_29TvZCd3FH2a-XUGSh6Z7s.jpg,128.6010298,35.1022037
오오유 진해점,카페,종일,창원시 진해구 석동 12-1,연인과,드라이브,자차,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230314_2%2F167877877632862NqB_JPEG%2F1A132800-CBAC-4D22-A1D5-14C12E8EE1A0.jpeg,128.7079196,35.1607956
오오유 진해점,카페,종일,창원시 진해구 석동 12-1,가족과,드라이브,자차,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230314_2%2F167877877632862NqB_JPEG%2F1A132800-CBAC-4D22-A1D5-14C12E8EE1A0.jpeg,128.7079196,35.1607956
오오유 진해점,카페,종일,창원시 진해구 석동 12-1,친구와,드라이브,자차,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230314_2%2F167877877632862NqB_JPEG%2F1A132800-CBAC-4D22-A1D5-14C12E8EE1A0.jpeg,128.7079196,35.1607956
플랜비,카페,종일,경남 창원시 진해구 진희로 146 진해루 휴게소 2층,가족과,드라이브,대중교통,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220317_114%2F1647497674367ut2Ny_JPEG%2F20220118_124343.jpg,128.6846856,35.147169
플랜비,카페,종일,경남 창원시 진해구 진희로 146 진해루 휴게소 2층,친구와,드라이브,대중교통,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220317_114%2F1647497674367ut2Ny_JPEG%2F20220118_124343.jpg,128.6846856,35.147169
카페 아토,카페,종일,경남 창원시 진해구 충장로 601,연인과,힐링,자차,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230611_76%2F16864910692110FFd4_JPEG%2FKakaoTalk_20230611_224146013_02.jpg,128.7025599,35.135869
스위트랩,카페,종일,경남 창원시 진해구 속천로 73-1,연인과,힐링,자차,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230407_187%2F1680810726478lPjCp_JPEG%2F%25C5%25A9%25B1%25E2%25BA%25AF%25C8%25AF%25BD%25BA%25C0%25A7%25C6%25AE%25B7%25A6_%25B8%25C5%25C0%25E5.jpg,128.6712723,35.1411567
슬로우오븐,카페,종일,경남 창원시 진해구 속천로23번길 2,연인과,식도락,자차,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzA3MThfNTkg%2FMDAxNjg5NjU2Nzk4NTE0.F9wFY8bTqJiP04nVBKH2KLLjHWlFK8oMDuY3d3uCgjIg.t_sC2t6PS2l1X9CgH5jAHf5az9toAqMGhVDyCSnOr-sg.JPEG%2F20230716_130357.jpg.jpg,128.670246,35.1443336
슬로우오븐,카페,종일,경남 창원시 진해구 속천로23번길 2,가족과,식도락,자차,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzA3MThfNTkg%2FMDAxNjg5NjU2Nzk4NTE0.F9wFY8bTqJiP04nVBKH2KLLjHWlFK8oMDuY3d3uCgjIg.t_sC2t6PS2l1X9CgH5jAHf5az9toAqMGhVDyCSnOr-sg.JPEG%2F20230716_130357.jpg.jpg,128.670246,35.1443336
슬로우오븐,카페,종일,경남 창원시 진해구 속천로23번길 2,친구와,식도락,자차,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzA3MThfNTkg%2FMDAxNjg5NjU2Nzk4NTE0.F9wFY8bTqJiP04nVBKH2KLLjHWlFK8oMDuY3d3uCgjIg.t_sC2t6PS2l1X9CgH5jAHf5az9toAqMGhVDyCSnOr-sg.JPEG%2F20230716_130357.jpg.jpg,128.670246,35.1443336
카페파란,카페,종일,경남 창원시 진해구 벚꽃로60번길,연인과,힐링,대중교통,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220929_242%2F1664412497489hfwIJ_JPEG%2F0CFD5EB3-4128-4F28-95FD-DDF655C91FBB.jpeg,128.6648925,35.1507962
진해요,카페,종일,경남 창원시 진해구 중원로 68-7,연인과,힐링,대중교통,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200811_58%2F1597146149723Dgz7U_JPEG%2FJrfapj8gBR_TujpYoEPzX-Vi.jpg,128.6602861,35.1503656
레스트125,카페,종일,경남 창원시 진해구 돌리로30번안길 33-25,연인과,드라이브,자차,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181220_16%2F1545308394902WxLDM_JPEG%2FwS0_F4-XnO9o9J4ndiy316kY.jpg,128.7051595,35.1629796
레스트125,카페,종일,경남 창원시 진해구 돌리로30번안길 33-25,친구와,드라이브,자차,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181220_16%2F1545308394902WxLDM_JPEG%2FwS0_F4-XnO9o9J4ndiy316kY.jpg,128.7051595,35.1629796
로드60,카페,종일,경남 창원시 진해구 청안로 60,연인과,드라이브,자차,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230419_110%2F16819002060582wEBe_JPEG%2F28DDF366-A38C-4119-A17D-B8610A477C83.jpeg,128.7894778,35.109492
인코스타,카페,종일,경남 창원시 진해구 제덕로 155,연인과,힐링,자차,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201007_201%2F1601996818860YRvxR_JPEG%2FhcdcE1Xc05rytxS8jyh37e_L.jpg,128.7459455,35.0990865
블랙웨일즈,카페,종일,경남 창원시 진해구 명제로472번길 4,연인과,드라이브,자차,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230408_24%2F1680959424890x1QuR_JPEG%2FE131BF07-54BC-4B31-AA66-95D08F05240C.jpeg,128.7431348,35.1004503
청춘어람,카페,종일,경남 창원시 진해구 명제로370번길 30,친구와,드라이브,자차,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210828_238%2F1630146039938C4XVQ_JPEG%2FoUvCNHouSdyJ4XzAp-9ZNUf8.jpeg.jpg,128.7304935,35.0946399
청춘어람,카페,종일,경남 창원시 진해구 명제로370번길 30,가족과,드라이브,자차,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210828_238%2F1630146039938C4XVQ_JPEG%2FoUvCNHouSdyJ4XzAp-9ZNUf8.jpeg.jpg,128.7304935,35.0946399
청춘어람,카페,종일,경남 창원시 진해구 명제로370번길 30,연인과,드라이브,자차,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210828_238%2F1630146039938C4XVQ_JPEG%2FoUvCNHouSdyJ4XzAp-9ZNUf8.jpeg.jpg,128.7304935,35.0946399
브라운스베이,카페,종일,경남 창원시 진해구 명제로 222,연인과,드라이브,자차,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220202_149%2F1643808098067qCwQP_JPEG%2F29A2A794-5224-4631-B6ED-745C073C8F19.jpeg,128.7202959,35.0976512
포레스트502,카페,종일,경남 창원시 진해구 안청로 93,연인과,드라이브,자차,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230201_204%2F1675240549166xr5bH_JPEG%2F97A20C18-D790-4A77-B82C-64FAE639475D.jpeg,128.8023201,35.1058223
포레스트502,카페,종일,경남 창원시 진해구 안청로 93,친구와,드라이브,자차,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230201_204%2F1675240549166xr5bH_JPEG%2F97A20C18-D790-4A77-B82C-64FAE639475D.jpeg,128.8023201,35.1058223
이메진커피,카페,종일,경남 창원시 진해구 돌리로9번길 15,연인과,드라이브,자차,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMzA4MDlfNjAg%2FMDAxNjkxNTg3MDQ3Nzcz.RVsmHGIj0BIkIkL-b4h8X5f6zVu8rU7kg787xvaD5kYg.Ljv3HccdyO_WDwZDJVdkQQ1LLSkXwRrlG5gWBiv52Zcg.JPEG.zzzzyena%2FKakaoTalk_20230809_001110398_08.jpg,128.6991785,35.1594828
노논커피,카페,종일,경남 창원시 진해구 동진로49번길 23 1층 노논커피,연인과,드라이브,자차,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzA3MTlfODMg%2FMDAxNjg5NzQ1MDc4OTMw.DLLA62SigGFUsn9BHpdzEPxm-zo30G9_1Iv0M1nboqgg.hZNdW4x5rW1RDtduIGlH7XYEYv-QjheuV1YW8r8ui9Ag.JPEG%2FE00D2084-940A-499E-87D1-52B555B057A8.jpeg,128.7032876,35.1533458
합계302종점 카페,카페,종일,경남 창원시 진해구 행암로314번길 163 합계302종점카페,연인과,드라이브,자차,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220103_278%2F1641177380861sgEjX_JPEG%2F1640942467137-4.jpg,128.6965966,35.1009177
합계302종점 카페,카페,종일,경남 창원시 진해구 행암로314번길 163 합계302종점카페,가족과,드라이브,자차,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220103_278%2F1641177380861sgEjX_JPEG%2F1640942467137-4.jpg,128.6965966,35.1009177
합계302종점 카페,카페,종일,경남 창원시 진해구 행암로314번길 163 합계302종점카페,친구와,드라이브,자차,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220103_278%2F1641177380861sgEjX_JPEG%2F1640942467137-4.jpg,128.6965966,35.1009177
카페 섬섬,카페,종일,경남 창원시 마산합포구 구산면 장구해안길 7,연인과,드라이브,자차,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzAzMjRfMjQw%2FMDAxNjc5NTg2ODgxMDUz.y0m2HosIg98TXFO-59AALge63OiyWZEjvemiGgdElx4g.2NkG3SJSIKP5UBrKukJvvj_x1r0KBPQxR6uQtQnq_7Yg.JPEG%2F20230323_195329.jpg,128.5665126,35.0819873
카페 섬섬,카페,종일,경남 창원시 마산합포구 구산면 장구해안길 7,친구와,드라이브,자차,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzAzMjRfMjQw%2FMDAxNjc5NTg2ODgxMDUz.y0m2HosIg98TXFO-59AALge63OiyWZEjvemiGgdElx4g.2NkG3SJSIKP5UBrKukJvvj_x1r0KBPQxR6uQtQnq_7Yg.JPEG%2F20230323_195329.jpg,128.5665126,35.0819873
지중해,카페,종일,경남 창원시 마산합포구 가포로 501-201,가족과,드라이브,자차,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20160108_115%2F1452234137077rtRVc_JPEG%2F176058555235239_15.jpg,128.5906145,35.1501691
지중해,카페,종일,경남 창원시 마산합포구 가포로 501-201,친구와,드라이브,자차,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20160108_115%2F1452234137077rtRVc_JPEG%2F176058555235239_15.jpg,128.5906145,35.1501691
엘데스칸소,카페,종일,경남 창원시 마산합포구 현동5길 30 1층 101호,연인과,드라이브,자차,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220502_177%2F1651460096824HKT4y_JPEG%2Fimage.jpg,128.5804534,35.1455262
고려당,카페,종일,경남 창원시 마산합포구 동서북10길 68 주택,가족과,식도락,대중교통,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzA4MTNfMjI1%2FMDAxNjkxOTE4ODkwODY0.B8FrmUnlEJvPnWNKR7RE9Lxh4JRWIUBVFy7lHEIH_I4g.XBJF3go2_X0Xe4Ql2wDNW-3kcLQy9NHVmFBkEqfZXVcg.JPEG%2F20230813_155200.jpg.jpg,128.5753567,35.2061335
고려당,카페,종일,경남 창원시 마산합포구 동서북10길 68 주택,친구와,식도락,대중교통,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzA4MTNfMjI1%2FMDAxNjkxOTE4ODkwODY0.B8FrmUnlEJvPnWNKR7RE9Lxh4JRWIUBVFy7lHEIH_I4g.XBJF3go2_X0Xe4Ql2wDNW-3kcLQy9NHVmFBkEqfZXVcg.JPEG%2F20230813_155200.jpg.jpg,128.5753567,35.2061335
사랑이그린세상,카페,종일,경남 창원시 마산합포구 오동서6길 16-24,연인과,힐링,대중교통,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMzA4MDZfNTMg%2FMDAxNjkxMjgzNjQzNzE1.ODRJ4b8-AlscNDIyFF9-EygbuKJk9-WSmDzpG7vC_gYg.0aHF9CA_aWpdeHVE1CoaEusg0ldFS0Lw1cRdKGZpTRQg.JPEG.heepark7371%2F20221010%25A3%25DF151233.jpg,128.5754999,35.2071277
사랑이그린세상,카페,종일,경남 창원시 마산합포구 오동서6길 16-24,가족과,힐링,대중교통,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMzA4MDZfNTMg%2FMDAxNjkxMjgzNjQzNzE1.ODRJ4b8-AlscNDIyFF9-EygbuKJk9-WSmDzpG7vC_gYg.0aHF9CA_aWpdeHVE1CoaEusg0ldFS0Lw1cRdKGZpTRQg.JPEG.heepark7371%2F20221010%25A3%25DF151233.jpg,128.5754999,35.2071277
사랑이그린세상,카페,종일,경남 창원시 마산합포구 오동서6길 16-24,친구와,힐링,대중교통,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMzA4MDZfNTMg%2FMDAxNjkxMjgzNjQzNzE1.ODRJ4b8-AlscNDIyFF9-EygbuKJk9-WSmDzpG7vC_gYg.0aHF9CA_aWpdeHVE1CoaEusg0ldFS0Lw1cRdKGZpTRQg.JPEG.heepark7371%2F20221010%25A3%25DF151233.jpg,128.5754999,35.2071277
오오유 카페 본점,카페,종일,경남 창원시 마산합포구 구산면 구산로 434,친구와,드라이브,자차,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230322_228%2F1679491501847wc8cf_PNG%2FIMG_5629.PNG,128.5872761,35.1137089
오오유 카페 본점,카페,종일,경남 창원시 마산합포구 구산면 구산로 434,가족과,드라이브,자차,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230322_228%2F1679491501847wc8cf_PNG%2FIMG_5629.PNG,128.5872761,35.1137089
만랩커피,카페,종일,경남 창원시 마산합포구 구산면 안녕로 233,친구와,드라이브,자차,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210316_132%2F1615888270476g4RqV_JPEG%2Fat0AyrVpXY5oIyZTWmQdtfYb.jpg,128.599456,35.1165082
만랩커피,카페,종일,경남 창원시 마산합포구 구산면 안녕로 233,연인과,드라이브,자차,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210316_132%2F1615888270476g4RqV_JPEG%2Fat0AyrVpXY5oIyZTWmQdtfYb.jpg,128.599456,35.1165082
카페모드니,카페,종일,경남 창원시 마산회원구 내서읍 광려천서로 199,가족과,드라이브,자차,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211214_146%2F1639485432380QfDhv_JPEG%2F%25B0%25F5%25BB%25E7%25C1%25F8.jpg,128.5133634,35.2520918
카페모드니,카페,종일,경남 창원시 마산회원구 내서읍 광려천서로 199,연인과,드라이브,자차,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211214_146%2F1639485432380QfDhv_JPEG%2F%25B0%25F5%25BB%25E7%25C1%25F8.jpg,128.5133634,35.2520918
카페모드니,카페,종일,경남 창원시 마산회원구 내서읍 광려천서로 199,친구와,드라이브,자차,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211214_146%2F1639485432380QfDhv_JPEG%2F%25B0%25F5%25BB%25E7%25C1%25F8.jpg,128.5133634,35.2520918
홍연고택,카페,종일,경남 창원시 마산회원구 내서읍 안계길 8,연인과,힐링,자차,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMzA1MjlfMTg3%2FMDAxNjg1MzE5Mzk2Njgw.RDiwVGREPXS6vT1wn5uwnFtAdQa7NA1lc-vBqhO24TAg.5dRtUWxgmu9Fu8kRxIEkg0zHUw8SRt73DIXsjk42YyMg.JPEG.sohappy_mom%2FKakaoTalk_20230529_085838503_04.jpg,128.486361,35.2373618
홍연고택,카페,종일,경남 창원시 마산회원구 내서읍 안계길 8,친구와,힐링,자차,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMzA1MjlfMTg3%2FMDAxNjg1MzE5Mzk2Njgw.RDiwVGREPXS6vT1wn5uwnFtAdQa7NA1lc-vBqhO24TAg.5dRtUWxgmu9Fu8kRxIEkg0zHUw8SRt73DIXsjk42YyMg.JPEG.sohappy_mom%2FKakaoTalk_20230529_085838503_04.jpg,128.486361,35.2373618
자갈커피,카페,종일,경남 창원시 마산회원구 북성로 516 지하1층,연인과,힐링,대중교통,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211124_294%2F1637762786248sBxNo_JPEG%2F%25BF%25DC%25B0%25FC1.jpg,128.5427183,35.2387679
자갈커피,카페,종일,경남 창원시 마산회원구 북성로 516 지하1층,가족과,힐링,대중교통,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211124_294%2F1637762786248sBxNo_JPEG%2F%25BF%25DC%25B0%25FC1.jpg,128.5427183,35.2387679
자갈커피,카페,종일,경남 창원시 마산회원구 북성로 516 지하1층,친구와,힐링,대중교통,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211124_294%2F1637762786248sBxNo_JPEG%2F%25BF%25DC%25B0%25FC1.jpg,128.5427183,35.2387679
시티베이,카페,종일,경남 창원시 마산회원구 무역로 111,연인과,드라이브,자차,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211117_280%2F1637091162870f9lNr_JPEG%2F20211023_164011.jpg,128.5979667,35.211955
시티베이,카페,종일,경남 창원시 마산회원구 무역로 111,친구와,드라이브,자차,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211117_280%2F1637091162870f9lNr_JPEG%2F20211023_164011.jpg,128.5979667,35.211955
시티베이,카페,종일,경남 창원시 마산회원구 무역로 111,가족과,드라이브,자차,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211117_280%2F1637091162870f9lNr_JPEG%2F20211023_164011.jpg,128.5979667,35.211955
블랙프로그,카페,종일,경남 창원시 의창구 북면 천주로 1110,연인과,드라이브,자차,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230527_1%2F1685193932329g3hHW_JPEG%2FIMG_7894.jpeg,128.6073203,35.3497401
블랙프로그,카페,종일,경남 창원시 의창구 북면 천주로 1110,친구와,드라이브,자차,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230527_1%2F1685193932329g3hHW_JPEG%2FIMG_7894.jpeg,128.6073203,35.3497401
블랙프로그,카페,종일,경남 창원시 의창구 북면 천주로 1110,가족과,드라이브,자차,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230527_1%2F1685193932329g3hHW_JPEG%2FIMG_7894.jpeg,128.6073203,35.3497401
베리앙,카페,종일,경남 창원시 의창구 북면 천주로1184번길 84,연인과,드라이브,자차,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230419_94%2F1681900657802gQxnA_JPEG%2FKakaoTalk_20230419_193432878_02.jpg,128.6099897,35.3486269
베리앙,카페,종일,경남 창원시 의창구 북면 천주로1184번길 84,가족과,드라이브,자차,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230419_94%2F1681900657802gQxnA_JPEG%2FKakaoTalk_20230419_193432878_02.jpg,128.6099897,35.3486269
베리앙,카페,종일,경남 창원시 의창구 북면 천주로1184번길 84,친구와,드라이브,자차,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230419_94%2F1681900657802gQxnA_JPEG%2FKakaoTalk_20230419_193432878_02.jpg,128.6099897,35.3486269
숲속아띠,카페,종일,경남 창원시 의창구 북면 마산길72번길 100 빨간건물 2층,연인과,힐링,자차,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMzA0MTdfNTEg%2FMDAxNjgxNzM2ODQ5OTY3.75SsoI-O6lq7opLJkBQMXA3OfLIaqMHp6LThDSpLWWIg.N9EgRLdIfXkNey9M98KeKYiG0ELsfMmXlXWB6tqngZsg.JPEG.rhrtlr12%2FIMG_6388.JPG,128.6287254,35.3356103
숲속아띠,카페,종일,경남 창원시 의창구 북면 마산길72번길 100 빨간건물 2층,가족과,힐링,자차,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMzA0MTdfNTEg%2FMDAxNjgxNzM2ODQ5OTY3.75SsoI-O6lq7opLJkBQMXA3OfLIaqMHp6LThDSpLWWIg.N9EgRLdIfXkNey9M98KeKYiG0ELsfMmXlXWB6tqngZsg.JPEG.rhrtlr12%2FIMG_6388.JPG,128.6287254,35.3356103
숲속아띠,카페,종일,경남 창원시 의창구 북면 마산길72번길 100 빨간건물 2층,친구와,힐링,자차,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMzA0MTdfNTEg%2FMDAxNjgxNzM2ODQ5OTY3.75SsoI-O6lq7opLJkBQMXA3OfLIaqMHp6LThDSpLWWIg.N9EgRLdIfXkNey9M98KeKYiG0ELsfMmXlXWB6tqngZsg.JPEG.rhrtlr12%2FIMG_6388.JPG,128.6287254,35.3356103
